"","chatter","current_events","travel","photo_sharing","uncategorized","tv_film","sports_fandom","politics","food","family","home_and_garden","music","news","online_gaming","shopping","health_nutrition","college_uni","sports_playing","cooking","eco","computers","business","outdoors","crafts","automotive","art","religion","beauty","parenting","dating","school","personal_fitness","fashion","small_business","spam","adult"
"uh5ae3f79",7,1,5,1,2,1,1,1,2,0,0,0,3,8,3,4,6,3,2,0,5,0,3,1,1,0,0,1,1,0,0,1,0,0,0,0
"q3t7m4esb",5,1,1,2,0,0,0,0,3,0,0,1,0,14,1,0,12,2,2,0,0,1,0,2,0,0,0,1,0,1,0,1,1,1,0,0
"tse4hzdmu",9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"bv7if9a3h",9,1,2,2,1,1,0,1,0,1,2,0,1,8,1,0,3,1,1,0,1,2,1,0,0,0,0,2,2,10,2,0,4,1,0,0
"mdrevs2ab",13,0,3,4,0,2,1,0,1,0,0,0,2,0,0,0,0,2,1,1,1,1,1,2,0,1,1,0,0,10,2,1,0,1,0,0
"d4mtohncz",5,0,0,1,3,1,0,1,1,0,1,0,1,0,0,3,0,0,1,0,0,0,0,2,0,1,0,1,0,10,0,3,0,0,0,0
"qluv8exhr",2,3,3,1,2,4,5,0,4,0,0,0,0,4,1,1,6,2,2,2,0,0,1,2,1,10,5,0,3,0,2,1,0,0,0,0
"ov6ntrgyz",2,0,1,2,1,0,3,4,1,2,0,0,12,6,0,1,4,0,1,0,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0
"5mofclp1h",1,5,1,6,0,0,3,0,2,1,1,1,0,0,1,1,1,0,4,0,1,0,1,0,1,0,1,1,1,2,2,0,2,0,0,0
"izunfw3kv",11,1,0,3,0,2,6,0,2,1,2,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0
"4dieza3v7",4,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,6,0,0,1,0,0,0
"bn6f8hzow",1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"sz6hmxd92",1,3,1,1,0,1,2,4,3,1,0,1,8,0,0,0,1,0,0,2,1,1,0,2,4,0,3,0,3,0,2,0,0,1,0,0
"jch41xfu7",5,2,5,0,0,0,0,4,1,1,1,1,2,0,1,0,2,0,2,0,2,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0
"1i8pfcwqe",2,1,1,1,1,0,0,2,1,0,0,1,1,1,0,17,0,1,3,1,1,2,1,0,0,0,0,0,1,0,0,5,1,0,0,0
"5raxqgwts",3,1,0,4,0,0,2,0,6,0,0,3,0,0,1,7,0,0,0,0,2,0,2,1,0,0,3,0,3,0,0,6,0,0,0,0
"7ojv8g35u",3,1,0,1,1,3,0,1,0,0,2,0,0,1,1,0,1,1,0,3,0,1,1,0,0,0,0,0,0,5,1,0,1,0,0,0
"c3eb1gws7",0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,1,0,0,0,2,0,0,1,1,2,0,0,0
"pq6cvso9t",2,3,1,1,1,2,4,6,4,5,2,1,7,0,0,1,0,0,0,0,0,0,1,0,5,0,3,2,0,0,0,0,0,1,0,0
"pwsic9gal",5,1,1,7,0,0,5,8,0,1,1,0,5,0,3,0,1,1,0,1,0,0,1,0,3,0,1,0,2,0,1,0,0,1,0,0
"inskejz8w",4,0,1,1,0,1,11,1,5,2,2,1,0,2,3,7,2,1,5,2,0,1,1,0,0,1,8,1,3,1,5,6,1,0,0,0
"elfd2ouyk",6,5,1,3,0,0,0,0,0,1,1,2,2,0,1,1,0,0,12,1,1,2,0,1,0,0,1,7,1,0,0,4,6,0,0,0
"mjnk4q2fa",8,6,2,5,3,1,0,0,1,0,2,1,1,1,2,7,2,1,5,1,0,2,2,0,0,0,1,0,1,1,0,8,0,0,0,0
"grvc1lkab",2,2,1,4,1,0,2,1,4,0,1,0,0,0,0,11,1,0,4,1,0,1,2,3,0,1,7,2,4,0,3,6,0,0,0,0
"n5ryhe1u2",3,3,2,1,1,0,2,0,1,1,0,1,0,3,0,6,0,1,2,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"rjiq5aphs",5,2,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,1,0,1,0,1,0,3,1,0,0
"tm6f8xzgk",6,0,0,1,1,1,0,0,1,0,0,0,1,0,2,7,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,2,0,2,0,0
"q56lrcymx",2,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,7,1,2,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0
"xurgwdb26",2,0,0,5,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"oky9jdg7r",6,0,2,2,1,1,0,0,0,2,2,0,0,14,0,0,13,2,1,0,0,0,0,2,1,2,0,0,1,0,0,1,1,0,0,0
"wshx5alp6",2,0,1,2,0,7,8,1,4,2,0,0,1,10,0,1,10,1,0,0,1,1,1,0,1,2,5,1,3,0,2,1,1,0,0,0
"wosay7mpr",0,0,1,0,2,0,0,0,1,1,0,0,3,0,0,12,1,0,5,0,0,2,1,1,0,2,2,0,0,2,0,6,0,0,0,0
"z8i24twbg",14,2,1,7,1,1,0,0,4,0,1,1,0,2,3,8,0,0,6,0,2,3,2,0,1,1,1,0,2,0,1,7,0,0,0,0
"pdeq941uj",4,1,2,1,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"65hgvtan7",0,1,2,3,1,1,0,1,0,2,0,1,0,0,0,0,0,2,6,0,1,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0
"3qghb8ope",2,2,3,2,0,1,4,5,1,1,1,0,2,13,0,0,14,5,4,0,2,0,1,1,4,2,0,1,1,0,0,1,2,0,0,0
"s1ezpy9vb",4,0,0,2,0,1,7,1,5,1,0,0,0,0,3,0,0,0,1,1,1,0,1,0,1,0,6,1,2,0,2,1,0,0,0,0
"bodp29tsa",5,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
"wtoa9ki6n",11,1,2,2,2,1,6,2,8,5,2,3,3,1,7,2,2,0,1,0,2,0,0,1,1,0,2,0,6,0,4,1,1,2,0,0
"nq85u6dxm",3,0,0,1,0,2,0,0,2,1,1,0,0,0,2,5,2,1,0,0,1,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0
"uqzcn8b39",1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
"edo5a3s7z",11,3,0,1,1,0,4,1,0,0,2,0,0,0,4,0,3,1,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0
"f4ys3uezk",1,0,0,3,0,1,1,0,0,0,0,1,0,1,3,2,0,0,1,2,0,0,1,0,0,1,0,1,0,1,0,2,0,0,0,0
"jf2kb49wd",3,1,1,2,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,8
"n8l6qzx92",13,1,2,1,1,0,0,4,2,0,0,1,3,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"q9raj31fe",2,1,0,0,0,2,1,0,0,2,0,1,0,0,0,2,0,1,0,1,0,1,1,0,1,1,0,0,3,0,0,0,0,1,0,5
"xz7jmau8b",5,0,0,1,0,1,2,1,1,2,0,0,0,2,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"mdh4u91gc",2,0,1,1,0,0,3,3,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"zfo1jhegd",1,2,2,1,1,2,0,0,1,0,0,0,1,3,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"g7ton95h3",4,0,13,1,3,2,3,12,3,0,0,0,3,2,0,0,1,1,0,0,5,1,0,1,0,2,1,0,0,4,1,0,0,0,0,0
"kfrns8aog",9,1,1,3,1,2,2,2,0,1,0,8,0,1,8,1,10,2,3,1,1,3,2,2,1,0,1,0,0,1,1,0,3,4,0,0
"uet7a1q5o",2,1,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,10,0,2,1,0,0,0,0,0,3,0,1,2,0,8,1,0,0
"nafcjzv82",0,2,2,1,1,0,2,0,0,0,0,1,1,2,2,0,1,3,9,1,0,0,1,0,0,0,1,2,2,0,1,0,3,0,0,0
"84fj3qzhw",4,2,1,0,2,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"82qwtvgca",2,2,1,0,0,2,4,0,4,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,1,0,1,0,0,0
"7liqpokwc",4,3,1,7,0,1,0,0,1,1,0,3,0,0,0,1,1,0,12,2,1,1,1,0,0,0,0,5,0,0,3,1,7,0,0,0
"l812bzgnf",0,1,0,2,0,1,3,1,5,1,0,0,2,0,0,2,1,2,0,2,1,1,1,0,3,1,3,1,2,0,2,1,1,0,0,0
"qn7ghlykf",7,2,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"s8olun5v9",3,2,1,1,2,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,4,1,0,0,0,0,0
"rofvna6d9",6,2,0,2,3,1,4,1,4,0,1,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,6,1,3,0,1,0,2,0,0,0
"d8qryxbfj",3,3,1,4,0,1,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,0,2,2,0,0,0,1,1,0,0,0,0
"xfiwl4gqa",0,3,1,4,0,2,2,1,2,0,0,2,1,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
"g83vkentb",8,2,0,0,0,0,1,0,0,1,1,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ytej3uvpx",3,7,1,3,0,0,1,0,0,2,1,0,0,2,0,14,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0
"2m3xc8f5b",7,1,1,3,2,0,1,0,0,0,2,1,0,0,1,0,3,1,7,1,0,0,1,0,0,0,1,1,1,5,5,2,5,0,0,0
"hz27kecf5",3,1,3,1,1,0,0,0,3,1,1,0,1,0,1,12,1,1,4,1,0,1,1,0,0,1,0,0,1,0,1,8,1,0,0,7
"czivw6s7x",2,2,1,0,0,1,1,1,4,1,0,2,0,4,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0
"de348t79x",0,1,1,1,1,0,3,1,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0
"jr21emzpc",6,2,0,1,1,2,2,0,3,0,1,1,0,7,1,3,5,0,0,0,0,0,1,0,2,3,2,0,0,0,0,4,0,1,0,0
"wr9j537ge",2,2,1,2,0,0,3,0,3,2,1,1,0,0,1,0,2,0,3,0,0,0,0,0,0,0,7,0,2,0,1,0,2,0,0,0
"o3sptu8ji",2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,2,2,2,0,1,0,0,1,0,0,3
"9sbqx2wn6",1,3,2,5,2,2,1,0,3,1,0,1,0,0,2,1,0,1,12,0,0,0,0,0,0,0,4,2,4,0,0,2,4,0,0,0
"eptml3fvu",1,3,17,0,0,0,2,22,2,0,0,0,5,1,1,2,0,0,1,0,5,2,0,0,0,0,1,0,2,1,0,4,0,2,0,0
"e6upym2zv",5,2,3,2,0,2,5,5,1,2,1,1,3,1,1,0,1,0,0,0,0,1,2,0,7,0,1,1,2,0,2,0,0,0,0,0
"ji9oqtlf2",9,2,0,6,0,0,1,0,4,0,0,0,0,0,2,11,0,0,1,2,1,0,2,1,0,0,3,0,4,0,0,8,0,0,0,0
"shjfvxnkw",6,3,1,3,4,0,0,0,2,1,1,0,0,1,0,13,0,0,2,1,0,0,4,0,0,2,0,0,0,3,1,7,4,2,0,0
"4rlv3p8yt",3,1,2,2,0,0,1,0,0,0,0,1,0,2,0,0,4,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
"fb1q5k4wc",1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0
"41e63lgkq",3,0,0,1,3,1,2,1,1,0,1,1,0,0,1,1,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
"waq4u27pg",6,0,0,2,2,0,1,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"sfwvbzp9a",4,2,13,1,1,1,0,23,1,1,0,1,4,0,0,0,2,1,1,1,3,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0
"4n51ts6hi",11,4,2,7,2,0,0,0,0,0,1,0,0,0,1,0,2,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
"z1yslvxf3",3,0,0,3,0,0,5,1,6,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,2,1,6,0,4,0,4,0,0,0,0,0
"kulsth8n5",7,1,0,4,1,0,5,0,2,2,1,2,0,0,2,0,0,0,0,1,0,0,0,3,0,0,2,0,3,2,1,0,0,0,0,0
"b1cqzw57m",2,1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"ak1moufzc",5,1,1,0,1,3,1,1,1,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,7,0,1,1,0,0,1,0,0,0,0
"oyksx1qeh",3,1,0,4,0,0,0,1,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"l7ioep531",10,2,2,4,0,0,1,1,1,2,0,2,0,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
"gqwclfisk",15,4,1,6,0,1,3,2,1,0,0,0,0,0,4,9,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,6,3,1,0,0
"qjkl564xs",7,1,1,0,1,1,0,0,2,0,0,1,0,0,2,0,0,0,2,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2
"dxj3v5y49",1,2,3,1,1,0,5,0,5,5,0,0,0,0,0,0,0,2,0,1,2,0,1,2,0,0,6,1,8,0,3,1,1,0,0,0
"qyu9rve8t",1,1,0,2,1,11,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0
"d3vgyr1mo",6,0,1,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1ji6wx7bg",2,2,1,6,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"z3ed7x2kp",16,2,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"khvyqf9dg",2,0,0,0,1,0,3,1,2,0,0,0,3,15,0,1,11,3,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"xnghqt29o",2,1,2,2,2,1,4,1,2,2,1,0,0,0,1,9,0,1,4,2,1,0,2,0,2,0,5,0,2,0,2,2,0,1,0,0
"ej8hikldo",0,0,1,2,1,1,0,0,0,1,0,1,1,1,0,0,1,0,6,0,0,2,0,1,0,2,0,0,0,0,0,0,7,0,0,0
"umo8krexd",3,1,0,3,0,0,0,1,0,1,0,1,0,0,1,0,2,0,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"e6m2dlx5r",2,1,2,0,1,0,3,4,0,1,1,0,2,7,1,0,6,4,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"un3mh2lji",1,4,3,0,1,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"3fjei5ux4",2,2,1,1,0,1,1,0,3,0,0,1,2,0,0,12,0,0,3,1,1,0,2,0,0,1,1,0,1,0,1,7,0,1,0,0
"d5intchpx",6,1,1,2,0,1,3,2,0,1,1,0,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85yc7w6as",4,1,2,8,0,1,2,0,0,1,0,1,2,0,1,0,1,1,10,1,0,0,0,1,0,0,0,1,0,0,1,2,2,0,0,0
"guptkoqer",5,2,1,3,2,0,3,0,1,1,0,1,0,0,0,11,1,2,16,1,1,0,1,0,0,2,0,3,0,1,0,7,5,2,1,14
"h8ipobncj",2,3,1,3,5,4,1,3,2,1,0,3,1,0,0,1,11,0,0,0,1,1,0,0,1,0,0,2,0,4,2,1,0,0,0,0
"8fa2e435l",3,1,1,2,0,0,1,0,2,0,0,0,0,1,0,0,0,0,7,0,0,1,1,0,1,2,0,4,1,0,1,0,5,0,0,0
"wv89n2rmo",8,3,5,7,3,2,0,0,1,1,0,7,1,0,3,1,10,1,3,0,2,0,1,1,1,0,0,2,0,0,0,0,3,0,0,0
"3dkbglyas",0,1,0,2,0,1,4,0,4,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
"6zup3i87t",0,3,2,0,1,0,0,1,2,0,0,1,4,0,1,8,0,1,2,1,1,0,0,1,2,0,0,0,0,0,0,7,0,0,0,0
"qw8uf452i",0,0,7,0,2,8,3,12,2,0,1,1,7,0,1,0,13,0,4,0,2,1,0,0,2,0,1,0,1,1,0,2,1,1,0,0
"gokqi6vmr",1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,2,0,5
"ruovspkdz",2,1,2,0,0,1,1,7,3,0,0,0,2,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0
"rtwn2j3a9",12,3,1,4,2,3,1,0,1,0,1,1,0,0,2,0,0,0,3,1,1,1,0,0,4,1,0,0,1,1,0,1,0,0,0,0
"nu7soc54e",2,0,1,3,0,0,0,0,1,1,0,0,0,7,0,0,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5
"f26k1xwjq",0,0,0,2,0,1,4,0,3,5,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,2,4,0,3,1,4,0,0,1,0,0
"czpos7gqn",2,1,1,1,0,0,2,2,0,2,1,1,6,0,0,0,0,0,1,0,0,0,0,0,5,1,1,0,1,1,0,0,0,0,0,0
"skvd861on",1,1,0,2,0,0,5,7,3,0,1,0,6,0,0,2,0,0,1,1,0,0,1,0,7,0,0,0,2,0,1,0,1,0,0,0
"bfuiqmjlz",4,2,9,2,0,2,0,12,0,1,0,0,5,1,0,2,2,0,0,0,3,1,0,1,1,0,1,0,0,0,0,2,2,1,0,0
"xmwcht2og",6,0,8,1,0,0,0,9,1,0,0,1,2,1,2,11,1,0,4,2,3,1,1,0,2,1,3,0,0,3,0,0,0,0,0,0
"mfhb5x1zt",4,3,12,5,1,2,0,17,1,1,0,0,4,0,3,1,1,1,2,0,2,1,0,2,2,1,2,0,1,1,1,0,0,0,0,0
"28twu9xk4",6,0,1,3,3,0,1,6,1,1,0,0,5,0,1,0,1,0,0,1,0,1,0,0,3,0,0,2,3,5,2,0,3,0,0,0
"5elknv4a1",3,0,1,2,1,1,0,0,0,0,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"p79rkgwue",0,1,3,1,1,0,5,0,6,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,9,1,5,1,0,3,2,0,0,0
"dmu8w4jtb",4,1,2,6,0,0,1,4,1,2,0,0,2,2,3,13,0,0,3,0,2,1,4,0,2,0,2,0,0,0,0,7,0,1,0,0
"z51jl6gm8",3,0,0,1,1,4,1,0,1,0,1,2,0,0,0,1,7,1,0,0,0,1,0,0,0,0,2,2,0,3,1,0,1,0,0,0
"ug8fdpc91",8,1,0,3,0,0,1,10,0,1,1,0,8,1,2,15,0,2,6,2,2,1,3,0,5,2,3,1,4,1,1,6,0,0,0,0
"ytlhvo5jd",1,2,0,4,1,0,1,0,2,3,0,1,1,0,0,1,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"39wrdo6my",1,0,2,4,0,0,0,0,0,0,0,3,1,0,1,0,2,0,12,0,0,1,0,0,1,0,0,2,2,0,0,1,8,0,0,0
"o9q5hrdxb",7,5,5,3,1,1,6,9,5,1,3,0,5,3,1,2,3,1,7,1,3,1,0,1,0,0,3,3,2,8,3,0,9,1,0,0
"decs1z4bw",1,2,0,0,1,0,1,1,1,0,0,1,0,1,0,7,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"hcvgi3aq2",5,5,1,4,1,0,4,0,7,4,0,2,0,2,2,0,0,0,0,1,0,0,0,2,1,0,4,2,3,0,2,0,0,0,0,0
"dovu8ax2g",9,1,1,6,2,3,1,8,4,0,0,1,8,2,1,1,2,0,0,1,0,1,3,3,5,0,0,0,0,0,0,0,0,1,0,0
"2t7w9dpnb",4,2,6,2,1,1,1,5,1,0,1,0,3,0,0,9,0,3,2,0,4,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0
"b1epdlcr5",3,1,5,1,0,1,1,3,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0
"bdxl3m8u2",3,4,1,3,1,0,0,1,0,1,0,0,0,0,3,0,2,0,3,0,1,0,1,0,0,1,0,1,0,0,2,0,2,1,0,0
"t89ibazm1",3,1,1,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"s1yipuft2",2,0,2,5,0,0,5,1,3,3,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,1,8,3,11,1,5,0,0,1,0,0
"69kfbcpze",1,1,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"rtyc9as2m",11,1,3,3,3,5,1,0,2,0,0,1,0,2,4,4,2,1,3,3,1,2,0,1,1,5,1,1,2,17,2,4,6,0,0,0
"zhwq9n7t2",2,3,1,1,1,0,7,0,4,5,0,0,0,1,1,4,0,0,1,2,0,1,1,1,1,1,5,2,7,0,5,5,1,0,0,0
"84dg1oz93",5,2,0,2,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"y9jt23emc",3,0,0,2,1,2,1,0,1,1,0,0,0,7,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"tsfokry48",8,0,3,7,1,9,1,1,1,1,1,0,1,0,3,0,1,1,0,0,0,0,0,3,1,3,0,0,1,0,3,0,0,1,0,0
"wx2upzec5",2,1,9,1,0,1,0,7,0,0,1,0,4,1,2,0,2,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0
"qtg8yrjvo",0,2,3,1,1,4,0,1,1,0,0,1,2,0,1,10,0,2,2,0,2,0,0,3,2,5,0,0,2,2,1,5,0,1,0,0
"bwml157e6",8,3,2,1,0,0,1,1,1,0,1,1,0,1,2,7,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0
"jqsfc9b5a",9,2,0,8,0,1,3,2,0,0,0,0,2,0,0,1,0,2,1,0,0,1,1,0,0,1,0,2,1,1,0,1,0,0,0,0
"q8hfubv4j",3,1,0,2,0,4,0,1,4,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0
"udf9halbm",2,2,4,3,0,7,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
"yhgelf67i",6,4,4,2,2,1,6,2,5,4,0,0,0,0,2,8,0,1,1,1,0,1,1,1,1,1,8,3,3,0,4,2,1,0,0,0
"izh2d1sno",2,1,0,1,0,0,1,2,0,1,1,1,2,0,2,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0
"3wu8kasnm",2,0,0,1,1,2,1,2,1,0,0,0,5,3,0,0,1,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
"dipoqa5j9",0,1,2,2,1,6,0,3,1,1,0,0,1,0,2,1,1,0,1,0,0,0,0,2,0,10,0,0,0,0,0,0,3,0,0,0
"67jor9kz4",0,2,1,1,1,0,0,0,1,0,1,1,0,0,0,5,0,0,4,3,1,1,0,0,0,1,1,0,0,0,0,5,2,1,0,0
"b68j4dxc2",2,1,1,2,1,1,5,4,2,1,2,1,5,3,0,8,0,0,3,0,1,0,4,0,6,1,1,1,1,1,1,7,1,0,0,0
"27nvljmyo",4,2,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"7wk2tnpjg",12,1,1,3,1,1,2,1,2,0,0,1,0,0,3,1,0,0,1,0,0,1,0,1,1,7,0,1,1,3,2,0,2,0,0,0
"tua1zei4o",4,1,0,0,2,1,4,1,6,1,0,1,3,1,3,19,0,3,6,1,1,0,5,1,0,0,3,0,4,2,0,9,2,1,0,0
"ewnmjc97u",3,2,0,1,0,0,9,2,9,7,0,1,0,0,2,2,0,1,0,1,0,0,1,0,1,0,10,1,4,0,1,0,2,1,0,0
"j8y2klzx5",2,0,0,0,1,0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0
"vdgtn6m7x",8,0,3,1,1,0,0,4,1,1,0,0,2,0,1,1,0,0,0,0,3,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0
"mg5a1ceis",6,0,0,3,4,1,3,3,2,1,1,0,4,10,2,0,12,2,3,1,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,0
"tk7n5s9hc",0,0,0,4,0,1,1,1,6,0,1,1,2,0,1,19,0,0,3,0,0,1,2,0,2,0,1,0,1,1,0,8,0,0,0,3
"5tvxkdh2p",0,0,1,1,0,1,4,7,1,0,0,0,5,0,0,1,1,0,1,0,0,0,2,0,5,0,1,0,2,0,2,0,0,0,0,0
"f91xvnbr5",2,1,0,0,0,0,1,3,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
"n9evjiho4",2,2,1,1,2,0,0,0,1,0,2,1,0,1,0,6,0,0,3,0,1,0,0,0,0,0,0,2,0,0,2,9,0,0,0,0
"fa7g29vzb",3,2,1,2,1,0,0,2,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
"wqyz6mhv7",0,2,0,2,1,1,1,2,1,2,0,1,0,5,0,0,7,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
